Authors,Author full names,Author(s) ID,Title,Year,Source title,Link,Affiliations,Authors with affiliations,Funding Details
McGuire M.P.,"McGuire, Mary Pat (57214996415)",57214996415,Is landscape surface?,2020,Journal of Landscape Architecture,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088234949&doi=10.1080%2f18626033.2020.1792652&partnerID=40&md5=289ebd8602fc52c25eaeaacfc65a2d8e,"Department of Landscape Architecture, College of Fine Applied Arts, University of Illinois, 611 E Lorado Taft Drive, TBH 101, Champaign, 61820, IL, United States","McGuire M.P., Department of Landscape Architecture, College of Fine Applied Arts, University of Illinois, 611 E Lorado Taft Drive, TBH 101, Champaign, 61820, IL, United States",
Yazdanpanah Shahabadi M.R.; Sajadzadeh H.,"Yazdanpanah Shahabadi, Mohammad Reza (57217214020); Sajadzadeh, Hasan (57215214632)",57217214020; 57215214632,"Social aspect of quality of urban life: how does social capital affect desire of residents to continue living in historical neighborhoods? Evidence from Tehran, Iran",2020,Journal of Place Management and Development,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086782528&doi=10.1108%2fJPMD-10-2018-0072&partnerID=40&md5=b75c580461546f4481ec8466b3c8f49f,"Department of Urban Planning and Design, Bu Ali Sina University, Hamedan, Iran","Yazdanpanah Shahabadi M.R., Department of Urban Planning and Design, Bu Ali Sina University, Hamedan, Iran; Sajadzadeh H., Department of Urban Planning and Design, Bu Ali Sina University, Hamedan, Iran",
Tallon A.,"Tallon, Andrew (6506825667)",6506825667,COVID-19 and regenerating towns and cities,2020,Journal of Urban Regeneration and Renewal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101519876&partnerID=40&md5=bf632573680ac83e33bb6fdc3d49a1ee,"Department of Geography and Environmental Management, University of the West of England, Bristol, United Kingdom","Tallon A., Department of Geography and Environmental Management, University of the West of England, Bristol, United Kingdom",
De Vidovich L.,"De Vidovich, Lorenzo (57208772488)",57208772488,"Urban regeneration through the territorialisation of social policies: Findings from the microareas programme in Trieste, Italy",2020,Journal of Urban Regeneration and Renewal,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093902273&partnerID=40&md5=e84e06c4c21b83cebb007aa3b5931a59,"Politecnico di Milano, Department of Architecture and Urban Studies, via Bonardi 3, Milan, 20133, Italy","De Vidovich L., Politecnico di Milano, Department of Architecture and Urban Studies, via Bonardi 3, Milan, 20133, Italy",
Fetais G.H.; Gharib R.,"Fetais, Ghada H. (57220336576); Gharib, Remah (55191087400)",57220336576; 55191087400,Toward a diversified economy in post-pandemic environment: regeneration of Qatari villages,2020,Open House International,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091303867&doi=10.1108%2fOHI-05-2020-0042&partnerID=40&md5=2e304e1c1ed34168692bcb7b1faa4441,"Department of Islamic Art, Architecture and Urbanism, College of Islamic Studies, Hamad Bin Khalifa University, Doha, Qatar","Fetais G.H., Department of Islamic Art, Architecture and Urbanism, College of Islamic Studies, Hamad Bin Khalifa University, Doha, Qatar; Gharib R., Department of Islamic Art, Architecture and Urbanism, College of Islamic Studies, Hamad Bin Khalifa University, Doha, Qatar",
Giusti M.; Samuelsson K.,"Giusti, Matteo (57189991974); Samuelsson, Karl (57197818891)",57189991974; 57197818891,"The regenerative compatibility: A synergy between healthy ecosystems, environmental attitudes, and restorative experiences",2020,PLoS ONE,26,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077694428&doi=10.1371%2fjournal.pone.0227311&partnerID=40&md5=effb4cef7cbaf11f446902fc46a3cbd8,"Department of Building Engineering, Energy Systems and Sustainability Science, University of Gävle, Gävle, Sweden; Department of Geospatial and Computer Sciences, University of Gävle, Gävle, Sweden",
GÃ¶ttsche J.; Kelly M.,"GÃ¶ttsche, Jan (57188846131); Kelly, Mark (57188860810)",57188846131; 57188860810,Assessing the impact of resource efficiency on selected case studies in Ireland,2020,Proceedings of Institution of Civil Engineers: Waste and Resource Management,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096582551&doi=10.1680%2fjwarm.20.00006&partnerID=40&md5=665247a015c0d620a1c5e2032b13444d,"Department of Building and Civil Engineering, Galway Mayo Institute of Technology, Galway, Ireland; Department of Building and Civil Engineering, Galway Mayo Institute of Technology, Galway, Ireland","GÃ¶ttsche J., Department of Building and Civil Engineering, Galway Mayo Institute of Technology, Galway, Ireland; Kelly M., Department of Building and Civil Engineering, Galway Mayo Institute of Technology, Galway, Ireland","Environmental Protection Agency, EPA"
Qadir J.; Moore D.; GhaffarianHoseini A.; George C.T.; Rotimi J.O.,"Qadir, Jas (57222658546); Moore, Dave (55757778795); GhaffarianHoseini, Ali (37116869600); George, Clare Tedestedt (57222651492); Rotimi, James O. (33768040400)",57222658546; 55757778795; 37116869600; 57222651492; 33768040400,To improve the strategic decision making for effective governance of public-spend regenerative projects,2020,Proceedings of the International Conference of Architectural Science Association,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103641468&partnerID=40&md5=b28582d03507d969d771137a18c1c777,"School of Future Environments, Auckland University of Technology (AUT), Auckland, New Zealand; Health and Technical Services Group, WorkSafe, New Zealand; Department of Built Environment, School of Future Environments, AUT, New Zealand; Mackie Research and Consulting Ltd.; School of Built Environment, Massey University, New Zealand","Qadir J., School of Future Environments, Auckland University of Technology (AUT), Auckland, New Zealand; Moore D., Health and Technical Services Group, WorkSafe, New Zealand; GhaffarianHoseini A., Department of Built Environment, School of Future Environments, AUT, New Zealand; George C.T., Mackie Research and Consulting Ltd.; Rotimi J.O., School of Built Environment, Massey University, New Zealand",Design and Creative Technologies Faculty of Auckland University of Technology
Qadir J.; Moore D.; GhaffarianHoseini A.; George C.T.; Rotimi J.O.,"Qadir, Jas (57222658546); Moore, Dave (55757778795); GhaffarianHoseini, Ali (37116869600); George, Clare Tedestedt (57222651492); Rotimi, James O. (33768040400)",57222658546; 55757778795; 37116869600; 57222651492; 33768040400,To understand the systemic and contextual factors to improve the strategic decision making of regenerative projects,2020,Proceedings of the International Conference of Architectural Science Association,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103665201&partnerID=40&md5=ab6ab23ee37311c5b36b7f99ec94bdcc,"School of Future Environments, Auckland University of Technology (AUT), Auckland, New Zealand; Health and Technical Services Group, WorkSafe, New Zealand; Department of Built Environment, School of Future Environments, AUT, New Zealand; Mackie Research and Consulting Ltd.; School of Built Environment, Massey University, New Zealand","Qadir J., School of Future Environments, Auckland University of Technology (AUT), Auckland, New Zealand; Moore D., Health and Technical Services Group, WorkSafe, New Zealand; GhaffarianHoseini A., Department of Built Environment, School of Future Environments, AUT, New Zealand; George C.T., Mackie Research and Consulting Ltd.; Rotimi J.O., School of Built Environment, Massey University, New Zealand",Design and Creative Technologies Faculty of Auckland University of Technology
Farinea C.; Awad L.; Dubor A.; Atab M.E.,"Farinea, Chiara (57214644758); Awad, Lana (57576046200); Dubor, Alex (57195152614); Atab, Mohamad El (57576689500)",57214644758; 57576046200; 57195152614; 57576689500,Integrating biophotovoltaic and cyber-physical technologies into a 3D printed wall,2020,Proceedings of the International Conference on Education and Research in Computer Aided Architectural Design in Europe,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128163220&partnerID=40&md5=34eeb70455d9edc4530c632f0216c438,"Institute for Advanced Architecture of Catalonia, Spain","Farinea C., Institute for Advanced Architecture of Catalonia, Spain; Awad L., Institute for Advanced Architecture of Catalonia, Spain; Dubor A., Institute for Advanced Architecture of Catalonia, Spain; Atab M.E., Institute for Advanced Architecture of Catalonia, Spain","Deutsche Forschungsgemeinschaft, DFG, (EXC 2120/1 - 390831618)"
Gu X.; Lim M.K.; Oâ€™Connor J.,"Gu, Xin (35503185300); Lim, Michael Kho (58142753500); Oâ€™Connor, Justin (57203256325)",35503185300; 58142753500; 57203256325,Re-Imagining Creative Cities in Twenty-First Century Asia,2020,Re-Imagining Creative Cities in Twenty-First Century Asia,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106312390&doi=10.1007%2f978-3-030-46291-8&partnerID=40&md5=d91b89510d0992a5475064171351ca3a,"School of Media, Film and Journalism, Monash University, Caulfield East, VIC, Australia; School of Journalism, Media and Culture, Cardiff University, Cardiff, United Kingdom; School of Creative Industries, University of South Australia, Adelaide, SA, Australia; Department of Cultural Industry and Management, Shanghai Jiaotong University, Shanghai, China","Gu X., School of Media, Film and Journalism, Monash University, Caulfield East, VIC, Australia; Lim M.K., School of Journalism, Media and Culture, Cardiff University, Cardiff, United Kingdom; Oâ€™Connor J., School of Creative Industries, University of South Australia, Adelaide, SA, Australia, Department of Cultural Industry and Management, Shanghai Jiaotong University, Shanghai, China",
Akhtar M.; Zhao Y.; Gao G.; Gulzar Q.; Hussain A.; Samie A.,"Akhtar, Mobeen (57215092315); Zhao, Yuanyuan (35207833900); Gao, Guanglei (42661202200); Gulzar, Qudsia (57195835354); Hussain, Azfar (57216354164); Samie, Abdus (36553225300)",57215092315; 35207833900; 42661202200; 57195835354; 57216354164; 36553225300,"Assessment of ecosystem services value in response to prevailing and future land use/cover changes in Lahore, Pakistan",2020,Regional Sustainability,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101864281&doi=10.1016%2fj.regsus.2020.06.001&partnerID=40&md5=f3d4647d3fc4b46dc17329df286609ee,"Key Laboratory of State Forestry Administration on Soil and Water Conservation, Beijing Forestry University, Beijing, 100083, China; Yanchi Research Station, School of Soil and Water Conservation, Beijing Forestry University, Beijing, 100083, China; Centre for Geographic Information Systems, University of the Punjab, Lahore, 54000, Pakistan; Institute of Agriculture & Resource Economics (IARE), University of Agriculture, Faisalabad, 38000, Pakistan","Akhtar M., Key Laboratory of State Forestry Administration on Soil and Water Conservation, Beijing Forestry University, Beijing, 100083, China; Zhao Y., Key Laboratory of State Forestry Administration on Soil and Water Conservation, Beijing Forestry University, Beijing, 100083, China, Yanchi Research Station, School of Soil and Water Conservation, Beijing Forestry University, Beijing, 100083, China; Gao G., Key Laboratory of State Forestry Administration on Soil and Water Conservation, Beijing Forestry University, Beijing, 100083, China, Yanchi Research Station, School of Soil and Water Conservation, Beijing Forestry University, Beijing, 100083, China; Gulzar Q., Centre for Geographic Information Systems, University of the Punjab, Lahore, 54000, Pakistan; Hussain A., Key Laboratory of State Forestry Administration on Soil and Water Conservation, Beijing Forestry University, Beijing, 100083, China; Samie A., Institute of Agriculture & Resource Economics (IARE), University of Agriculture, Faisalabad, 38000, Pakistan","InVEST; LUCC; National Natural Science Foundation of China, NSFC, (41971130)"
SÃ¨ve B.; Redondo E.; Millan A.; Sega R.,"SÃ¨ve, Bruno (57215578892); Redondo, Ernest (42462098100); Millan, Antonio (57204808723); Sega, Roberto (57196035866)",57215578892; 42462098100; 57204808723; 57196035866,The urban transformation as a collective creation: Bottom-up and participative tool taxonomy for urbanists and architects,2020,REHABEND,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100424006&partnerID=40&md5=e5c97d1f4a5ece69f766bb2838516307,"Department of Architectural Representation, ETSAB - Escuela TÃ©cnica Superior de Arquitectura de Barcelona, Spain; Department of Architectural Representation, ETSAB - Escuela Tecnica Superior de Arquitectura de Barcelona, Spain; ENAC IA LAB-U - Laboratoire dâ€™Urbanisme, EPFL - Ecole Polytechnique FÃ©dÃ©rale de Lausanne, Spain","SÃ¨ve B., Department of Architectural Representation, ETSAB - Escuela TÃ©cnica Superior de Arquitectura de Barcelona, Spain; Redondo E., Department of Architectural Representation, ETSAB - Escuela Tecnica Superior de Arquitectura de Barcelona, Spain; Millan A., Department of Architectural Representation, ETSAB - Escuela Tecnica Superior de Arquitectura de Barcelona, Spain; Sega R., ENAC IA LAB-U - Laboratoire dâ€™Urbanisme, EPFL - Ecole Polytechnique FÃ©dÃ©rale de Lausanne, Spain","National Plan for Scientific Research, Development and Technological Innovation; National Program of Research, Development and Innovation, (BIA2016-77464-C2-1-R, BIA2016-77464-C2-2-R)"
Marvuglia A.; Havinga L.; Heidrich O.; Fonseca J.; Gaitani N.; Reckien D.,"Marvuglia, Antonino (6504512863); Havinga, Lisanne (57190963866); Heidrich, Oliver (21233487700); Fonseca, Jimeno (55621806700); Gaitani, Niki (14632079300); Reckien, Diana (16246118700)",6504512863; 57190963866; 21233487700; 55621806700; 14632079300; 16246118700,Advances and challenges in assessing urban sustainability: an advanced bibliometric review,2020,Renewable and Sustainable Energy Reviews,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081037467&doi=10.1016%2fj.rser.2020.109788&partnerID=40&md5=657d2dd37410e2c228ab44a0ac8ac04a,"Luxembourg Institute of Science and Technology (LIST), 41, rue du Brill, Belvaux, L-4422, Luxembourg; Eindhoven University of Technology, Groene Loper, Eindhoven 6 Vertigo, VRT 7.09, Netherlands; School of Engineering, Tyndall Centre for Climate Change Research, Newcastle University, Newcastle upon Tyne, NE1 7RU, United Kingdom; ETH Zurich, Future Cities Laboratory, Singapore-ETH Centre, 1 Create way #06-01 CREATE Tower, 138602, Singapore; Norwegian University of Science and Technology (NTNU), Sentralbygg 1, Gløshaugen, Alfred Getz vei 3, NO-7491, Trondheim, Norway; University of Twente, ITC 3-140, P.O. Box 217, Enschede, 7500 AE, Netherlands","Marvuglia A., Luxembourg Institute of Science and Technology (LIST), 41, rue du Brill, Belvaux, L-4422, Luxembourg; Havinga L., Eindhoven University of Technology, Groene Loper, Eindhoven 6 Vertigo, VRT 7.09, Netherlands; Heidrich O., School of Engineering, Tyndall Centre for Climate Change Research, Newcastle University, Newcastle upon Tyne, NE1 7RU, United Kingdom; Fonseca J., ETH Zurich, Future Cities Laboratory, Singapore-ETH Centre, 1 Create way #06-01 CREATE Tower, 138602, Singapore; Gaitani N., Norwegian University of Science and Technology (NTNU), Sentralbygg 1, Gløshaugen, Alfred Getz vei 3, NO-7491, Trondheim, Norway; Reckien D., University of Twente, ITC 3-140, P.O. Box 217, Enschede, 7500 AE, Netherlands",
